,cases_medellin,DATA,YEAR,YearWeek,LastDayWeek,MONTH,temperature_medellin,percipitation_medellin,percipitation_medellin_rural,percipitation_medellin_urbano
412,74,"['2014', 'w49']",2014,201449,2014-12-06,12,21.3217697143555,54.28696169662237,52.4476873462327,54.91821107808357
413,61,"['2014', 'w50']",2014,201450,2014-12-13,12,21.3217697143555,34.134604262022556,35.8834252719142,33.41176902434431
414,75,"['2014', 'w51']",2014,201451,2014-12-20,12,21.3217697143555,0.0,0.0,0.0
415,63,"['2014', 'w52']",2014,201452,2014-12-27,12,21.3217697143555,0.0,0.0,0.0
416,104,"['2015', 'w01']",2015,201501,2015-01-03,1,21.5782942771912,0.0,0.0,0.0
417,75,"['2015', 'w02']",2015,201502,2015-01-10,1,21.5782942771912,3.2435551738559973,3.8521442194491766,2.979896739441725
418,58,"['2015', 'w03']",2015,201503,2015-01-17,1,21.5782942771912,21.474169997384163,22.269275921093673,21.082389049491244
419,49,"['2015', 'w04']",2015,201504,2015-01-24,1,21.5782942771912,7.995334949973826,8.406009099564116,7.788199117158908
420,55,"['2015', 'w05']",2015,201505,2015-01-31,1,21.5782942771912,14.677681175504668,11.989662466648118,15.879114625467956
421,37,"['2015', 'w06']",2015,201506,2015-02-07,2,21.960876464843803,32.68240568038071,33.930717047170745,31.968407137061053
422,40,"['2015', 'w07']",2015,201507,2015-02-14,2,21.960876464843803,9.417273307920844,11.365542427007707,8.495352271020117
423,31,"['2015', 'w08']",2015,201508,2015-02-21,2,21.960876464843803,0.01438405800223798,0.016713858802537413,0.012956441714652676
424,45,"['2015', 'w09']",2015,201509,2015-02-28,2,21.960876464843803,24.718794235299917,27.83977663252089,23.22841875228848
425,27,"['2015', 'w10']",2015,201510,2015-03-07,3,21.7053375244141,5.728703460720215,4.0366594289236035,6.507134345716554
426,34,"['2015', 'w11']",2015,201511,2015-03-14,3,21.7053375244141,44.95407299979011,47.61668806421584,43.74232623224823
427,36,"['2015', 'w12']",2015,201512,2015-03-21,3,21.7053375244141,4.78888968450107,2.7448585510253904,5.621092271115302
428,31,"['2015', 'w13']",2015,201513,2015-03-28,3,21.7053375244141,39.260909596059435,40.549001365468115,38.65930034917133
429,34,"['2015', 'w14']",2015,201514,2015-04-04,4,21.88972282409669,41.92739250782286,39.9597642817935,42.777703547445405
