,cases_medellin,DATA,YEAR,YearWeek,LastDayWeek,MONTH,temperature,percipitation_medellin,percipitation_medellin_rural,percipitation_medellin_urbano
19,0,"['2007', 'w20']",2007,200720,2007-05-19,5,25.564,83.95157093528847,81.90310247140232,84.64612862702904
20,0,"['2007', 'w21']",2007,200721,2007-05-26,5,24.859571428571428,122.8915949718755,119.6662018287585,124.4121232562109
21,0,"['2007', 'w22']",2007,200722,2007-06-02,6,24.7995,73.00885879473827,72.41377820461845,73.14908664642125
22,0,"['2007', 'w23']",2007,200723,2007-06-09,6,24.641714285714283,39.261752842426,37.52516408611611,40.08501729604301
23,0,"['2007', 'w24']",2007,200724,2007-06-16,6,22.987785714285717,1.184706850663364,0.4224913230840711,1.514802273041612
24,0,"['2007', 'w25']",2007,200725,2007-06-23,6,23.03442857142857,16.11328667680899,16.6848739022794,15.92601553524306
25,0,"['2007', 'w26']",2007,200726,2007-06-30,6,22.796714285714284,12.98012238360626,11.05558114581638,13.91518080048605
26,0,"['2007', 'w27']",2007,200727,2007-07-07,7,24.90507142857143,0.0,0.0,0.0
27,1,"['2007', 'w28']",2007,200728,2007-07-14,7,22.360357142857147,42.87951609535603,40.73642129241557,43.93741656022334
28,0,"['2007', 'w29']",2007,200729,2007-07-21,7,21.38914285714285,59.43952274616203,61.24766810113105,58.61072169881349
29,0,"['2007', 'w30']",2007,200730,2007-07-28,7,21.85857142857143,57.70456474352996,59.34398979610867,57.12481968512228
30,0,"['2007', 'w31']",2007,200731,2007-08-04,8,23.459285714285716,10.60751094086894,10.06116527071322,10.82157535110045
