,Medellin,MedellinRural,MedellinUrbano
2008-12-27,0.08685588538273702,0.0,0.12543669664854384
2009-01-03,27.86451521116742,31.916800242806406,25.912793014688404
2009-01-10,15.865106921694304,20.73351996877919,13.616226297237192
2009-01-17,52.91974502287161,48.42468730263089,54.99628142496067
2009-01-24,18.591394750883943,17.317799046650027,19.07321349237497
2009-01-31,11.55201464324481,16.23032961306365,9.443029041372162
2009-02-07,44.56620636556264,46.96922313994256,43.50067989501918
2009-02-14,26.16536154884271,31.11963510052594,23.889745188039512
2009-02-21,20.476978158771768,20.85010441535913,20.352789594423594
2009-02-28,42.34962216411275,42.712329119069565,42.18297582528089
2009-03-07,19.066670825842472,19.41615639423979,18.88238762505605
2009-03-14,41.563764828764306,45.74629733504881,39.742454996811446
2009-03-21,62.6781282635296,61.84840940346464,62.99035251921677
2009-03-28,80.54186065638616,78.09136001292057,81.9912920405409
2009-04-04,29.430229017224267,31.10090262740131,28.822147801188507
2009-04-11,48.97890432673192,48.44847684804944,49.21596561715013
2009-04-18,29.977908902383117,30.80756495701518,29.57850131803221
2009-04-25,49.055779747954,48.71763866926737,49.140091173367665
2009-05-02,94.04840292426314,96.81357235609045,92.78806595903579
2009-05-09,46.12086458834301,42.40623574786716,47.68741904261745
2009-05-16,26.390494174705132,26.13235999961982,26.447950336333047
2009-05-23,27.66196572802989,26.28286709578141,28.33463836384208
2009-05-30,30.73092391583439,29.10588788571565,31.50895522333517
2009-06-06,58.11538937042592,56.44104684493393,59.15068609015306
2009-06-13,52.352334011444015,49.036320644185174,54.07439570334289
2009-06-20,45.68615318478572,45.035202247969764,46.18469301101799
2009-06-27,41.2476759437327,41.422871240210426,41.25856994946942
2009-07-04,42.198652295430705,41.99215926824561,42.30042566425705
2009-07-11,4.822835510790124,5.655365611274461,4.425755580356096
2009-07-18,25.237511401033224,26.28307172411306,24.70214719563332
2009-07-25,2.901729140174255,2.7252853782856525,2.9873793762946526
2009-08-01,31.291949238063996,29.163193054706,32.3997264147559
2009-08-08,20.059008615112425,18.20936619371608,20.863210647288245
2009-08-15,37.294014927218946,33.74613739718562,38.87754533563434
2009-08-22,29.277635658115553,32.18507082082223,28.10227439223616
2009-08-29,23.97864717763565,21.53834963489846,25.026059511017056
2009-09-05,11.266215667632107,11.839299721879085,10.977964584395407
2009-09-12,58.48892247706689,58.587801129806444,58.26432758297686
2009-09-19,17.523574385535582,16.146058497451932,18.102051704435183
2009-09-26,13.779572053606133,13.645142121245897,13.834267658504274
2009-10-03,40.850301681830075,41.61897906796368,40.43302313106069
2009-10-10,64.30607286591703,66.99906875131211,62.967246652888434
2009-10-17,51.072827548795715,52.96658256871689,50.10970617579595
2009-10-24,68.20977647306027,70.77284373499921,67.07428181112164
2009-10-31,68.49901436983569,68.29129168238617,68.62952844341362
2009-11-07,54.6755361859879,56.467313965507174,53.78762300101762
2009-11-14,39.1128014530497,42.06271579115863,37.78224703266887
2009-11-21,8.510452835483756,7.592232950758818,8.914727532642761
2009-11-28,18.943843545618286,19.632636446883712,18.65315236972028
2009-12-05,0.0,0.0,0.0
2009-12-12,44.97379086521898,39.958357792084925,47.13015379153708
2009-12-19,31.40040414369151,35.52872205794146,29.66255392814943
2009-12-26,0.0,0.0,0.0
2010-01-02,0.0,0.0,0.0
2010-01-09,0.0,0.0,0.0
2010-01-16,0.0,0.0,0.0
2010-01-23,34.33897968817115,35.2191533441129,33.93365801829749
2010-01-30,0.0,0.0,0.0
2010-02-06,0.0,0.0,0.0
2010-02-13,12.339679831631937,13.133823267618816,11.992603825273099
2010-02-20,33.5296000416795,35.06402397409154,32.838296367418586
2010-02-27,18.351786534090962,19.61799756985356,17.72738593076076
2010-03-06,20.06195773484561,22.028536462092745,19.218280805595526
2010-03-13,21.740240518381363,20.85492865198476,22.11930448293578
2010-03-20,0.7138460723867406,0.2397630316047853,0.9175622976047122
2010-03-27,47.64735721765979,46.6571702607012,48.06063807910242
2010-04-03,77.66806611474674,78.73471207134966,77.25257603313068
2010-04-10,50.733116365941214,51.858217532392864,50.23294637949823
2010-04-17,24.21288725864305,20.309985029294296,26.051706444662294
2010-04-24,64.82279438503991,69.58907442415395,62.59070055311318
2010-05-01,57.27511170047694,56.37927756240403,57.65272033586257
2010-05-08,52.778983906974474,51.4353345433295,53.247991086453055
2010-05-15,55.14310625960144,55.04070405867941,55.050541319030486
2010-05-22,72.46720220791981,74.55095497490706,71.4772262338379
2010-05-29,65.00375756871267,67.08359578496592,63.94641907485536
2010-06-05,36.05440854190736,36.546158544568044,36.01807878225355
2010-06-12,53.86718214684644,54.88558878092374,53.534707592452655
2010-06-19,70.16669392570836,68.94874031048465,70.96037759686078
2010-06-26,39.9124037182525,37.33577690308796,41.25801894010811
2010-07-03,56.60202645449823,56.96984811312911,56.52170837771231
2010-07-10,70.89878392323982,70.93310051701495,70.81456218711726
2010-07-17,71.79932811576522,73.22573147142568,71.31941952944557
2010-07-24,33.278138473424804,30.724553657384313,34.56000377385259
2010-07-31,58.620953048125976,60.00776101909399,58.167852924465876
2010-08-07,23.432048708424254,20.45779736871305,24.840523028933944
2010-08-14,42.531360697537394,40.673675344992375,43.46660500438947
2010-08-21,51.17129013065403,50.95020252218569,51.29735270130435
2010-08-28,89.09289951131996,87.34072852249884,89.87249513400717
2010-09-04,73.47751332045496,72.89405780138024,73.59954545684276
2010-09-11,71.52908677138733,74.0163584805917,70.18295302716413
2010-09-18,100.32463285770822,103.96076122965792,98.37149740267381
2010-09-25,66.24611931121692,65.24531078983621,66.70083945593682
2010-10-02,93.6443840674077,99.70395562452971,90.56604717955351
2010-10-09,13.059640136021695,13.291953775617813,12.971613904872846
2010-10-16,40.39075043346169,35.16197459501921,42.899913071508706
2010-10-23,67.19670346606807,72.06607540609755,64.8505944587287
2010-10-30,90.96912762533887,98.29023192861808,87.57222435175969
2010-11-06,76.41275329449599,80.55735334497719,74.47678508814568
2010-11-13,90.95422194135354,96.59545182490696,88.4850651406617
2010-11-20,40.93106643443413,40.98769806479486,40.98670891383844
2010-11-27,89.97355124783307,99.70011373464612,85.70346065866856
2010-12-04,32.37411870884806,25.00888313072315,35.65779373110337
2010-12-11,68.41859587739793,71.65070696568144,67.05583246509468
2010-12-18,23.418240397385276,24.411896808826985,22.90701506873681
2010-12-25,17.430974994344318,19.048171098681465,16.702263816147436
2011-01-01,33.11568855732045,40.939849417681856,29.673230749527583
2011-01-08,25.703549291374387,22.95105258370367,26.85957206022777
2011-01-15,6.622354847319583,11.394550205083284,4.385247747875477
2011-01-22,6.046471311094167,1.0617887948446227,8.21630620288461
2011-01-29,0.0,0.0,0.0
2011-02-05,51.761959690996946,59.39745063989059,48.302048578878576
2011-02-12,67.45956677556485,75.19037344674557,63.67620512634396
2011-02-19,4.485227191254253,4.160965092285821,4.600078144926752
2011-02-26,36.63430099194876,36.72549140418785,36.687654324586276
2011-03-05,48.14569643173408,50.475066820319725,47.01407928914977
2011-03-12,5.221074613522229,6.121579031091959,4.807567368467308
2011-03-19,98.19884099396359,100.33471798873757,97.18703833048667
2011-03-26,21.361424173856708,18.842537722956152,22.53546145788642
2011-04-02,70.30216634542086,75.64641315718204,67.78521688136374
2011-04-09,119.56049930676353,120.04866457860827,119.53548472594527
2011-04-16,71.54996945771467,69.39548222408202,72.90769067049781
2011-04-23,111.55816800483923,116.92158063759553,108.73375871242897
2011-04-30,36.35670250889207,36.07310969587686,36.44061403903711
2011-05-07,70.59282579022147,69.17725006255552,71.05443446764406
2011-05-14,27.719432147483207,28.372780620879023,27.365573463642487
2011-05-21,85.18200616499361,92.34759890238445,81.73599052515388
2011-05-28,62.485971394707164,55.650904466103825,65.73149615803618
2011-06-04,33.60792269605271,36.39486279441539,32.26067289215809
2011-06-11,24.896028634902088,24.768177726764037,25.032809345796537
2011-06-18,62.616737873816824,63.95184789464094,62.27822867023746
2011-06-25,57.89594189112118,54.934777342294154,59.359482786744856
2011-07-02,11.822043588634426,12.733457397262834,11.41113199731962
2011-07-09,64.70844182991266,64.8751108246725,64.66802693549941
2011-07-16,28.89242576157793,29.322525590686983,28.728388466961075
2011-07-23,46.090680124986456,46.43050474579208,45.928404239255066
2011-07-30,38.78715942581843,36.97576350658988,39.73633541319632
2011-08-06,14.880213257442874,15.582085097124036,14.68477195353191
2011-08-13,56.08573565405511,54.69147916669431,56.84819203871061
2011-08-20,36.04886839446497,35.02048689754689,36.50989876954846
2011-08-27,26.35032025520435,25.813363363662205,26.63129160170419
2011-09-03,41.117900904785564,40.26939503950773,41.35069141805954
2011-09-10,62.44470202191751,59.346308842488526,63.73976087839529
2011-09-17,58.2326601431874,64.57138983224326,55.17197690395765
2011-09-24,35.485114544219755,36.670273682460696,34.82234849156269
2011-10-01,61.14189894059126,64.89516721624108,59.41105894324902
2011-10-08,67.79271509859232,73.2096038233255,65.26678017044412
2011-10-15,83.30398733736726,84.21296326918304,82.84066787683959
2011-10-22,40.12318995740446,39.66054119257535,40.382243588560044
2011-10-29,53.38298737383604,53.61800746065408,53.20197083149568
2011-11-05,49.73102431840384,51.01075847897553,49.3750696920239
2011-11-12,84.57397839781339,98.49914199073534,77.94442289337765
2011-11-19,62.75298234010966,60.271627467611566,63.93017331281508
2011-11-26,52.3628251137811,53.619899352621914,51.756848259420345
2011-12-03,56.48781671810508,78.54354142820202,46.87942066528761
2011-12-10,56.093510532259785,35.58737858021316,65.62293077538685
2011-12-17,48.815936887965485,46.13191122110339,49.62481657649617
2011-12-24,30.300541045370334,30.67498357376615,30.077190415330243
2011-12-31,38.024992559370915,39.58679721228743,37.298844616175025
2012-01-07,1.4519607928279643,0.03693636557906146,2.077507409476286
2012-01-14,50.31052220445849,57.77959518017977,46.85720204676755
2012-01-21,12.567943133311216,13.110302781828358,12.31972867247749
2012-01-28,2.5859239322969105,0.013043900273272381,3.7284737690185676
2012-02-04,29.552717479433078,30.54366128916902,29.08021538030277
2012-02-11,1.4343193668000243,0.5911979550900667,1.7918561596273568
2012-02-18,0.0,0.0,0.0
2012-02-25,34.058021575846574,36.44368355470003,33.03027351032918
2012-03-03,25.98294231784209,24.354460289397675,26.686241331113393
2012-03-10,31.86803725544592,32.83889071952893,31.423617363730223
2012-03-17,43.840894541021285,42.555335477930335,44.48207427945765
2012-03-24,44.22894139380866,48.65392892878988,42.213936288918084
2012-03-31,60.736141710391784,70.42428084686759,56.313747564700186
2012-04-07,98.57283828732965,94.49941240716096,100.36039102664644
2012-04-14,78.90583557121745,80.65183031846937,78.19511626502587
2012-04-21,83.18334303689987,90.55073800340368,79.99230749468109
2012-04-28,82.64831974912197,84.85146827283114,81.70038865240677
2012-05-05,54.86497385398914,56.86483222873891,53.72285906200866
2012-05-12,38.84072147934547,37.840473790330016,39.380094585944455
2012-05-19,49.61859080863087,47.205825746923246,50.46900921475548
2012-05-26,14.865197336494703,15.58501569982888,14.5409296108919
2012-06-02,10.318280008263672,9.94655901590983,10.48391122145724
2012-06-09,43.455375482800314,41.052352647735304,44.70536557980593
2012-06-16,35.04372926849,34.810942931106126,35.38666067035071
2012-06-23,16.637051785879947,16.518082634262417,16.671492676523766
2012-06-30,33.096657967836,32.453268496656186,33.4087350196123
2012-07-07,44.240927196861946,45.86287952678791,43.63074095966694
2012-07-14,7.320561304856302,6.059863099441436,7.875895786517031
2012-07-21,11.811586095931682,11.328044023260402,12.052804395563182
2012-07-28,26.05449150974521,27.790435625850293,25.22838132622767
2012-08-04,28.23676996363865,23.586873470066827,30.50440925017666
2012-08-11,55.396639536781805,51.054154146351095,57.65993990480119
2012-08-18,64.6321963071077,61.893385725896714,65.94933611862918
2012-08-25,24.38595774609395,25.542223566396224,23.83580193959153
2012-09-01,6.486456102699751,6.55687003377555,6.43469508638007
2012-09-08,21.263688982801234,22.247969751657493,20.799896077930903
2012-09-15,30.794094239964206,30.799082664360746,30.755809424745518
2012-09-22,27.291366565995876,27.362178516618297,27.242941874968643
2012-09-29,43.952495696734125,44.21290433280134,43.7268422147132
2012-10-06,25.828930887024157,27.24473718053477,25.252594138937084
2012-10-13,91.10005739961606,95.13264353977887,89.11506632254559
2012-10-20,72.15922551921969,77.072156185574,69.77955404472094
2012-10-27,30.322279578678604,29.83408185664007,30.605193326444148
2012-11-03,19.60615984922058,19.924217796556043,19.33439150709832
2012-11-10,68.64347555252428,72.97744643676684,66.33505152492462
2012-11-17,62.29276906891967,59.28462155061068,64.00722356021431
2012-11-24,32.22457496066565,30.880181169279535,32.74524333172129
2012-12-01,40.94897777576919,39.99045955270961,41.46970975549848
2012-12-08,15.449643882627928,16.06592446202817,15.117094856444064
2012-12-15,0.0,0.0,0.0
2012-12-22,11.450502216219155,11.274345839081182,11.50143209906439
2012-12-29,0.19598266433863826,0.0,0.28303687086592316
2013-01-05,0.0,0.0,0.0
2013-01-12,19.532405318918457,20.922434234158427,18.856959229942046
2013-01-19,11.588065744192342,12.185154643957167,11.285159722960378
2013-01-26,0.0,0.0,0.0
2013-02-02,68.95670288838494,79.06822877782554,64.06134677655118
2013-02-09,7.4301833357470795,3.6750671884287955,9.233757019904852
2013-02-16,22.723372741396048,22.480424966213207,22.954709403395285
2013-02-23,27.3743664455951,32.64123496848028,24.759520169140472
2013-03-02,8.277004050634083,7.345320603582595,8.681788810334808
2013-03-09,17.540288955122417,18.715429746471166,16.98397230978094
2013-03-16,50.51605782908702,51.44883084366286,50.099213673203344
2013-03-23,31.03988167624897,30.450394148872675,31.34253131470635
2013-03-30,18.789692258879597,18.88028505274639,18.74798957659441
2013-04-06,19.379574942238193,18.94202161388121,19.63645711900743
2013-04-13,48.04472111488164,45.607557757810696,49.21476979865459
2013-04-20,46.60642133002287,44.12506042333042,47.75902551048976
2013-04-27,74.04674765986108,72.57677090041302,74.53628362965057
2013-05-04,48.02843473044146,47.411667912708964,48.202020050010915
2013-05-11,50.781059068344405,53.082629738683295,49.676552271552076
2013-05-18,96.03341094155485,92.56836958991158,97.48603860921469
2013-05-25,45.3562153867995,43.257663712063845,46.28527633647169
2013-06-01,11.45639490663483,11.445691904238458,11.470207880483837
2013-06-08,26.77575455559359,26.49181183870288,26.918046516904553
2013-06-15,38.629500109874854,37.4724085100607,39.279235009418805
2013-06-22,56.31709693847819,55.15637180171727,56.99195271641541
2013-06-29,14.775442605546779,14.893805446947255,14.765304581913213
2013-07-06,25.387968048098987,25.244258738024797,25.45274272231134
2013-07-13,8.250656273360544,7.741286561684909,8.546283004944323
2013-07-20,10.753539516962364,11.102466090635403,10.55656558625363
2013-07-27,20.10732342252445,20.340470920438356,19.91057486373593
2013-08-03,38.669843335996134,36.56733623656674,39.61426685613796
2013-08-10,72.7941347050279,67.86560021967128,75.31642764281537
2013-08-17,32.466467551131714,34.76150650494341,31.446674686075067
2013-08-24,40.931726733793745,39.293855263530354,41.68649362235709
2013-08-31,57.072596912091605,58.351649781932,56.34557728502367
2013-09-07,37.07035721523293,36.32417900251306,37.39938792593061
2013-09-14,18.306617020292485,19.11090956678713,17.8857116289824
2013-09-21,23.87361920469246,23.878403134161722,23.8041163143183
2013-09-28,76.96532453956533,77.3195704298895,76.7969691435568
2013-10-05,36.85434742818339,38.02503787192746,36.21616142624598
2013-10-12,77.11031752242913,78.0134925833071,76.61126627622554
2013-10-19,44.37990525875879,45.05569146059562,44.18680801835472
2013-10-26,28.61178898229468,29.823966472736302,28.03857896126507
2013-11-02,90.46686671224792,91.602192017652,89.66642058299671
2013-11-09,22.966732870353773,24.906585534874367,22.28145313650787
2013-11-16,47.17681636738687,36.88562400559873,51.82330421640816
2013-11-23,40.69334285847087,46.55843714239517,38.151898079849296
2013-11-30,65.44783438923064,78.0100554820996,59.77761670404358
2013-12-07,20.390198101910837,18.379665089574992,21.25597770430629
2013-12-14,33.40714248906686,31.156137565023084,34.403493727810286
2013-12-21,0.04205273746399766,0.025971120567137494,0.04858582880612256
2013-12-28,5.078861495281787,0.3520172635138323,7.162798535053514
2014-01-04,39.03970176511175,43.03715272433516,37.12286528795486
2014-01-11,0.42328495421308154,0.021005086852732488,0.5983320301709216
2014-01-18,15.661467980532832,14.131475529463394,16.40116810992569
2014-01-25,12.881561189778008,13.291830864505492,12.706194535887624
2014-02-01,1.343628174969192,1.8769147168035094,1.059145705494146
2014-02-08,10.049571698986098,8.616162318538352,10.7759690351525
2014-02-15,25.122123558768937,26.563789036423685,24.366107995618915
2014-02-22,55.931018755641844,60.17390071021186,53.86538619495224
2014-03-01,43.63585470197198,44.387061167684735,43.12670754653752
2014-03-08,39.32667521615798,37.95345669714149,39.94056135628809
2014-03-15,18.44087086146107,18.779286174267387,18.254693193668377
2014-03-22,10.307088592174802,11.9226716797133,9.62837120660333
2014-03-29,9.929058126722918,9.885679816047928,9.961174652041002
2014-04-05,8.898264446753885,10.31136624985847,8.207530719362337
2014-04-12,36.694410046662796,33.48860350599611,38.27568039816535
2014-04-19,81.18012705389341,82.9094416551544,80.43505699441707
2014-04-26,43.57062297753607,43.64035429148282,43.41803821394791
2014-05-03,48.53005341363043,46.009224208887076,49.60870183101349
2014-05-10,35.09314513102043,36.9990562743035,34.13434421666004
2014-05-17,42.56596987119157,39.092858439827886,44.0549885734303
2014-05-24,62.71903447737831,61.16577549072855,63.378223085425
2014-05-31,20.05031293973756,18.372644318474663,20.811631853743155
2014-06-07,34.49131900773329,34.088296674415105,34.826391497296115
2014-06-14,17.135684529629458,14.940989920770491,18.162702341856484
2014-06-21,31.016930945077736,28.93680403935161,32.07250546611816
2014-06-28,20.49360615693881,19.902144433219654,20.793057141344956
2014-07-05,15.956514484108016,17.438909011935266,15.211363257458995
2014-07-12,3.1830632290121015,3.4633748852112447,3.06475796801334
2014-07-19,3.6213194237408852,3.5847971543597708,3.6442345955821116
2014-07-26,7.436327002373743,7.625439253175893,7.3313368930032325
2014-08-02,50.696680391834434,47.07699429654844,52.292607477871584
2014-08-09,39.65025374304518,38.173981196638465,40.41551471952395
2014-08-16,16.665739059858538,15.576827172956605,17.20012677954809
2014-08-23,42.63811500096351,42.47760072744987,42.728003503400394
2014-08-30,14.768871212557645,14.526892985468324,14.860393477735938
2014-09-06,42.38732118361883,46.833594439686216,40.13606871343338
2014-09-13,55.9675762244548,56.188263026527736,55.762928339781084
2014-09-20,25.489879068057142,26.84050938265335,24.770834222725494
2014-09-27,11.178604854510933,10.600323128124366,11.323238334125705
2014-10-04,94.94198437283126,95.25975249193716,94.75743099342793
2014-10-11,41.82289581528593,41.009222537653464,42.10555059910899
2014-10-18,50.64561492301645,53.8032924817956,49.0273712774881
2014-10-25,48.57502582270153,47.61096425033422,49.12766529734837
2014-11-01,35.83132434070333,39.3976710923052,33.8504923240017
2014-11-08,79.86239971237278,77.82359051727441,81.0659471167949
2014-11-15,7.2962344308967735,6.912467553880479,7.469062682141885
2014-11-22,25.88606188324127,26.178677592070205,25.680061662676536
2014-11-29,33.772508521924486,34.17890794887635,33.56075715803206
2014-12-06,54.28696169662237,52.4476873462327,54.91821107808357
2014-12-13,34.13460426202256,35.8834252719142,33.41176902434431
2014-12-20,0.0,0.0,0.0
2014-12-27,0.0,0.0,0.0
2015-01-03,0.0,0.0,0.0
2015-01-10,3.2435551738559973,3.852144219449177,2.979896739441725
2015-01-17,21.474169997384163,22.269275921093673,21.082389049491248
2015-01-24,7.995334949973826,8.406009099564116,7.788199117158907
2015-01-31,14.677681175504668,11.98966246664812,15.879114625467954
2015-02-07,32.68240568038071,33.930717047170745,31.96840713706105
2015-02-14,9.417273307920844,11.365542427007703,8.495352271020117
2015-02-21,0.014384058002237979,0.016713858802537413,0.012956441714652675
2015-02-28,24.718794235299914,27.839776632520888,23.228418752288476
2015-03-07,5.728703460720215,4.036659428923603,6.507134345716554
2015-03-14,44.95407299979011,47.61668806421584,43.74232623224823
2015-03-21,4.78888968450107,2.7448585510253904,5.621092271115302
2015-03-28,39.260909596059435,40.54900136546812,38.65930034917133
2015-04-04,41.92739250782286,39.95976428179349,42.777703547445405
2015-04-11,42.66341758408445,41.856191134568,43.10339383199858
2015-04-18,39.002386131931154,39.2332333062582,38.875922479620904
2015-04-25,13.274934217315145,14.29595656487101,12.699212741647111
2015-05-02,24.342983930482433,22.81687687053773,24.97208810569041
2015-05-09,16.5039617012305,14.67429544384353,17.28880319108373
2015-05-16,40.792066232582215,40.57587432389098,40.75990773917214
2015-05-23,57.517117710152306,56.35182241425998,57.86596352279429
2015-05-30,38.896255298385924,38.86931131669289,39.012597287827035
2015-06-06,14.311788860209594,14.903525363189587,14.049452446108212
2015-06-13,7.577783944404617,6.70709550012137,7.989299914091353
2015-06-20,9.985475740384995,10.077034465011192,9.939598594916337
2015-06-27,8.502988583714853,7.533767278643622,8.97557395543117
2015-07-04,17.76710362976722,17.000934228113884,18.153396085813693
2015-07-11,23.553083519389542,23.071639637555478,23.814782459381423
2015-07-18,43.19547896033085,40.87048434059401,44.269461888508516
2015-07-25,10.764665046531956,10.785084741702978,10.762193920490594
2015-08-01,0.7329831039055119,0.2011172932703138,0.9629955374704353
2015-08-08,10.787921148225273,10.526301113649268,10.933958744065452
2015-08-15,16.84964443562326,18.298435825195867,16.200815363163006
2015-08-22,24.932839047998304,24.330427634197736,25.290766694887267
2015-08-29,10.846793205907407,10.874285340078787,10.793861323145252
2015-09-05,21.92419348101368,21.98565530800013,21.813410304086112
2015-09-12,15.800269603132456,17.89309313216647,14.818221525105209
2015-09-19,28.64179246101496,28.503915680433813,28.639275087121916
