"","Elevation","COD_DPTO","NOM_DPTO","COD_MPIO","NOM_MPIO","TIPO","LATITUD","LONGITUD"
"635",1777,41,"HUILA",41791,"TARQUI","Municipio",2.130280544,-75.87534845
"636",870,41,"HUILA",41797,"TESALIA","Municipio",2.526855132,-75.68259642
"637",942,41,"HUILA",41799,"TELLO","Municipio",3.030611777,-75.08536553
"638",2939,41,"HUILA",41801,"TERUEL","Municipio",2.851852692,-75.75988934
"639",1293,41,"HUILA",41807,"TIMANA","Municipio",1.950715226,-75.91757649
"640",422,41,"HUILA",41872,"VILLAVIEJA","Municipio",3.287057875,-75.13838292
"641",612,41,"HUILA",41885,"YAGUARA","Municipio",2.646563339,-75.51592645
"642",77,44,"LA GUAJIRA",44001,"RIOHACHA","Municipio",11.24297214,-72.95876315
"643",80,44,"LA GUAJIRA",44035,"ALBANIA","Municipio",11.22869049,-72.53209657
"644",242,44,"LA GUAJIRA",44078,"BARRANCAS","Municipio",10.94871677,-72.69696879
"645",792,44,"LA GUAJIRA",44090,"DIBULLA","Municipio",11.09029715,-73.43568788
"646",357,44,"LA GUAJIRA",44098,"DISTRACCION","Municipio",10.92505107,-72.94444027
"647",431,44,"LA GUAJIRA",44110,"EL MOLINO","Municipio",10.63669646,-72.8858431
"648",222,44,"LA GUAJIRA",44279,"FONSECA","Municipio",10.8283716,-72.8018178
"649",340,44,"LA GUAJIRA",44378,"HATONUEVO","Municipio",11.09905582,-72.73842427
"650",570,44,"LA GUAJIRA",44420,"LA JAGUA DEL PILAR","Municipio",10.4580941,-73.07209193
"651",54,44,"LA GUAJIRA",44430,"MAICAO","Municipio",11.38157764,-72.29500818
"652",19,44,"LA GUAJIRA",44560,"MANAURE","Municipio",11.60554263,-72.57160392
"653",405,44,"LA GUAJIRA",44650,"SAN JUAN DEL CESAR","Municipio",10.81311496,-73.08659986
"654",97,44,"LA GUAJIRA",44847,"URIBIA","Municipio",11.99971986,-71.74882662
"655",1213,44,"LA GUAJIRA",44855,"URUMITA","Municipio",10.4947021,-72.98623991
"656",238,44,"LA GUAJIRA",44874,"VILLANUEVA","Municipio",10.58364755,-72.97520286
"657",909,47,"MAGDALENA",47001,"SANTA MARTA","Municipio",11.12189436,-73.88527855
"658",108,47,"MAGDALENA",47030,"ALGARROBO","Municipio",10.25356475,-74.10323027
"659",1148,47,"MAGDALENA",47053,"ARACATACA","Municipio",10.64490877,-73.87972257
"660",121,47,"MAGDALENA",47058,"ARIGUANI","Municipio",9.834264955,-74.08460085
"661",10,47,"MAGDALENA",47161,"CERRO DE SAN ANTONIO","Municipio",10.3132933,-74.80834413
"662",111,47,"MAGDALENA",47170,"CHIVOLO","Municipio",10.09951961,-74.52606667
"663",1460,47,"MAGDALENA",47189,"CIENAGA","Municipio",10.85754552,-74.02500493
"664",57,47,"MAGDALENA",47205,"CONCORDIA","Municipio",10.23284801,-74.77810175
"665",36,47,"MAGDALENA",47245,"EL BANCO","Municipio",9.114930635,-73.98105491
"666",37,47,"MAGDALENA",47258,"EL PINON","Municipio",10.34310988,-74.67817756
"667",15,47,"MAGDALENA",47268,"EL RETEN","Municipio",10.65961696,-74.3251597
"668",1215,47,"MAGDALENA",47288,"FUNDACION","Municipio",10.45937818,-73.88406518
"669",36,47,"MAGDALENA",47318,"GUAMAL","Municipio",9.248004673,-74.13968085
"670",100,47,"MAGDALENA",47460,"NUEVA GRANADA","Municipio",9.735998134,-74.32840222
"671",68,47,"MAGDALENA",47541,"PEDRAZA","Municipio",10.15429546,-74.83178091
"672",73,47,"MAGDALENA",47545,"PIJINO DEL CARMEN","Municipio",9.530748654,-74.1447657
"673",45,47,"MAGDALENA",47551,"PIVIJAY","Municipio",10.43303399,-74.41251197
"674",77,47,"MAGDALENA",47555,"PLATO","Municipio",9.76945611,-74.60181576
"675",NA,47,"MAGDALENA",47570,"PUEBLOVIEJO","Municipio",10.84758901,-74.36057942
"676",4,47,"MAGDALENA",47605,"REMOLINO","Municipio",10.64860351,-74.58106823
"677",155,47,"MAGDALENA",47660,"SABANAS DE SAN ANGEL","Municipio",10.10533028,-74.2644392
"678",7,47,"MAGDALENA",47675,"SALAMINA","Municipio",10.51538178,-74.72296972
"679",56,47,"MAGDALENA",47692,"SAN SEBASTIAN DE BUENAVISTA","Municipio",9.380680272,-74.19797988
"680",31,47,"MAGDALENA",47703,"SAN ZENON","Municipio",9.306869548,-74.35851644
"681",61,47,"MAGDALENA",47707,"SANTA ANA","Municipio",9.503097215,-74.44419381
"682",38,47,"MAGDALENA",47720,"SANTA BARBARA DE PINTO","Municipio",9.484388135,-74.66521178
"683",4,47,"MAGDALENA",47745,"SITIONUEVO","Municipio",10.89027616,-74.62966038
"684",59,47,"MAGDALENA",47798,"TENERIFE","Municipio",9.924701267,-74.73263001
"685",30,47,"MAGDALENA",47960,"ZAPAYAN","Municipio",10.11779893,-74.69115456
"686",12,47,"MAGDALENA",47980,"ZONA BANANERA","Municipio",10.79634658,-74.17798317
"687",323,50,"META",50001,"VILLAVICENCIO","Municipio",4.09166877,-73.49291595
"688",357,50,"META",50006,"ACACIAS","Municipio",3.943383008,-73.57135162
"689",216,50,"META",50110,"BARRANCA DE UPIA","Municipio",4.519076127,-72.99548981
"690",182,50,"META",50124,"CABUYARO","Municipio",4.315244759,-72.95268896
"691",307,50,"META",50150,"CASTILLA LA NUEVA","Municipio",3.805154089,-73.53886668
"692",2265,50,"META",50223,"CUBARRAL","Municipio",3.834631516,-74.06232494
"693",278,50,"META",50226,"CUMARAL","Municipio",4.232526389,-73.31477539
"694",1917,50,"META",50245,"EL CALVARIO","Municipio",4.353769888,-73.71441684
"695",571,50,"META",50251,"EL CASTILLO","Municipio",3.60282633,-73.89445238
"696",499,50,"META",50270,"EL DORADO","Municipio",3.706969785,-73.83161892
"697",262,50,"META",50287,"FUENTE DE ORO","Municipio",3.382370124,-73.59625429
"698",336,50,"META",50313,"GRANADA","Municipio",3.441051399,-73.7611547
"699",2209,50,"META",50318,"GUAMAL","Municipio",3.947775585,-73.95983864
"700",201,50,"META",50325,"MAPIRIPAN","Municipio",3.117523361,-71.93805692
"701",1086,50,"META",50330,"MESETAS","Municipio",3.154771201,-74.12454824
"702",286,50,"META",50350,"LA MACARENA","Municipio",2.161863917,-74.09488076
"703",528,50,"META",50370,"URIBE","Municipio",3.047726858,-74.43066134
"704",1432,50,"META",50400,"LEJANIAS","Municipio",3.614714873,-74.09628467
"705",217,50,"META",50450,"PUERTO CONCORDIA","Municipio",2.752260112,-72.7210941
"706",178,50,"META",50568,"PUERTO GAITAN","Municipio",4.005034467,-71.63157429
"707",211,50,"META",50573,"PUERTO LOPEZ","Municipio",4.014298921,-72.64570499
"708",249,50,"META",50577,"PUERTO LLERAS","Municipio",3.193092925,-73.23671436
"709",226,50,"META",50590,"PUERTO RICO","Municipio",2.758083657,-73.13780171
"710",357,50,"META",50606,"RESTREPO","Municipio",4.204310977,-73.50226037
"711",240,50,"META",50680,"SAN CARLOS DE GUAROA","Municipio",3.84761678,-73.27583401
"712",349,50,"META",50683,"SAN JUAN DE ARAMA","Municipio",3.289851171,-73.81635243
"713",2244,50,"META",50686,"SAN JUANITO","Municipio",4.471346322,-73.66041355
"714",221,50,"META",50689,"SAN MARTIN","Municipio",3.515860962,-72.65672742
"715",279,50,"META",50711,"VISTAHERMOSA","Municipio",2.811616698,-73.66652234
"716",3112,52,"NARINO",52001,"PASTO","Municipio",1.083605497,-77.20610074
"717",2042,52,"NARINO",52019,"ALBAN","Municipio",1.469854084,-77.06880947
"718",3123,52,"NARINO",52022,"ALDANA","Municipio",0.913431916,-77.69538731
"719",1641,52,"NARINO",52036,"ANCUYA","Municipio",1.245254077,-77.53115777
"720",1834,52,"NARINO",52051,"ARBOLEDA","Municipio",1.480051172,-77.12985001
"721",652,52,"NARINO",52079,"BARBACOAS","Municipio",1.44563774,-78.15621072
"722",2532,52,"NARINO",52083,"BELEN","Municipio",1.593645287,-77.01999366
"723",2846,52,"NARINO",52110,"BUESACO","Municipio",1.315215636,-77.1163664
"724",1826,52,"NARINO",52203,"COLON","Municipio",1.636334379,-77.0473156
"725",2396,52,"NARINO",52207,"CONSACA","Municipio",1.209066732,-77.44063921
"726",2912,52,"NARINO",52210,"CONTADERO","Municipio",0.932667458,-77.52808731
"727",2277,52,"NARINO",52215,"CORDOBA","Municipio",0.78274688,-77.36805903
"728",3172,52,"NARINO",52224,"CUASPUD CARLOSAMA","Municipio",0.875426999,-77.73591601
"729",3140,52,"NARINO",52227,"CUMBAL","Municipio",0.944223274,-77.95958446
"730",1087,52,"NARINO",52233,"CUMBITARA","Municipio",1.72559011,-77.59281637
"731",1805,52,"NARINO",52240,"CHACHAG¸æò∂êºI","Municipio",1.386497844,-77.26969022
"732",68,52,"NARINO",52250,"EL CHARCO","Municipio",2.216382295,-77.99533234
"733",1023,52,"NARINO",52254,"EL PENOL","Municipio",1.512283967,-77.43050934
"734",738,52,"NARINO",52256,"EL ROSARIO","Municipio",1.887689437,-77.48319589
"735",2984,52,"NARINO",52258,"EL TABLON DE GOMEZ","Municipio",1.409430207,-76.98526959
"736",2277,52,"NARINO",52260,"EL TAMBO","Municipio",1.43026376,-77.38311597
"737",3422,52,"NARINO",52287,"FUNES","Municipio",0.957786429,-77.39532781
"738",3049,52,"NARINO",52317,"GUACHUCAL","Municipio",0.975037904,-77.73758941
"739",2496,52,"NARINO",52320,"GUAITARILLA","Municipio",1.151366658,-77.53011336
"740",3069,52,"NARINO",52323,"GUALMATAN","Municipio",0.928642623,-77.58261883
"741",2897,52,"NARINO",52352,"ILES","Municipio",0.980534037,-77.5186573
"742",2570,52,"NARINO",52354,"IMUES","Municipio",1.07287697,-77.50150864
"743",597,52,"NARINO",52356,"IPIALES","Municipio",0.497708465,-77.24047625
"744",2483,52,"NARINO",52378,"LA CRUZ","Municipio",1.584175998,-76.92335262
"745",1868,52,"NARINO",52381,"LA FLORIDA","Municipio",1.338034371,-77.42293041
"746",2744,52,"NARINO",52385,"LA LLANADA","Municipio",1.541847847,-77.61781608
"747",4,52,"NARINO",52390,"LA TOLA","Municipio",2.56027333,-78.23506694
"748",1691,52,"NARINO",52399,"LA UNION","Municipio",1.619697376,-77.14284622
"749",1249,52,"NARINO",52405,"LEIVA","Municipio",1.900862361,-77.31220073
"750",1699,52,"NARINO",52411,"LINARES","Municipio",1.395173084,-77.52093774
"751",787,52,"NARINO",52418,"LOS ANDES","Municipio",1.672601269,-77.71054449
"752",79,52,"NARINO",52427,"MAG¸æò∂êºI","Municipio",1.906858429,-78.04473644
"753",2209,52,"NARINO",52435,"MALLAMA","Municipio",1.155947016,-77.84664646
"754",8,52,"NARINO",52473,"MOSQUERA","Municipio",2.442493698,-78.438827
"755",2639,52,"NARINO",52480,"NARINO","Municipio",1.286775273,-77.35220367
"756",19,52,"NARINO",52490,"OLAYA HERRERA","Municipio",2.287856547,-78.31219024
"757",3031,52,"NARINO",52506,"OSPINA","Municipio",1.029815854,-77.55234944
"758",16,52,"NARINO",52520,"FRANCISCO PIZARRO","Municipio",2.088531925,-78.59193099
"759",1096,52,"NARINO",52540,"POLICARPA","Municipio",1.735354202,-77.48134359
"760",3156,52,"NARINO",52560,"POTOSI","Municipio",0.785841088,-77.52870407
"761",2496,52,"NARINO",52565,"PROVIDENCIA","Municipio",1.232864821,-77.59844212
"762",3030,52,"NARINO",52573,"PUERRES","Municipio",0.854351651,-77.35032523
"763",3129,52,"NARINO",52585,"PUPIALES","Municipio",0.916769831,-77.63336954
"764",1335,52,"NARINO",52612,"RICAURTE","Municipio",1.147671848,-78.05811118
"765",27,52,"NARINO",52621,"ROBERTO PAYAN","Municipio",1.897581156,-78.3811163
"766",1785,52,"NARINO",52678,"SAMANIEGO","Municipio",1.430555262,-77.69179559
"767",2323,52,"NARINO",52683,"SANDONA","Municipio",1.288105409,-77.45670068
"768",2439,52,"NARINO",52685,"SAN BERNARDO","Municipio",1.529782485,-77.02070663
"769",1947,52,"NARINO",52687,"SAN LORENZO","Municipio",1.542139582,-77.21872693
"770",2177,52,"NARINO",52693,"SAN PABLO","Municipio",1.681576627,-76.97527979
"771",2396,52,"NARINO",52694,"SAN PEDRO DE CARTAGO","Municipio",1.536823494,-77.10140325
"772",13,52,"NARINO",52696,"SANTA BARBARA","Municipio",2.494420411,-77.98256461
"773",2199,52,"NARINO",52699,"SANTACRUZ","Municipio",1.285179376,-77.7445744
"774",3369,52,"NARINO",52720,"SAPUYES","Municipio",1.045287475,-77.71810954
"775",1091,52,"NARINO",52786,"TAMINANGO","Municipio",1.591661392,-77.32525316
"776",3115,52,"NARINO",52788,"TANGUA","Municipio",1.064078111,-77.35063491
"777",52,52,"NARINO",52835,"SAN ANDRES DE TUMACO","Municipio",1.574550638,-78.61540963
"778",2971,52,"NARINO",52838,"TUQUERRES","Municipio",1.134440523,-77.63073238
"779",2338,52,"NARINO",52885,"YACUANQUER","Municipio",1.125547916,-77.42467569
"780",172,54,"NORTE DE SANTANDER",54001,"SAN JOSE DE CUCUTA","Municipio",8.112041811,-72.48862641
"781",1737,54,"NORTE DE SANTANDER",54003,"ABREGO","Municipio",8.019834481,-73.15850485
"782",2613,54,"NORTE DE SANTANDER",54051,"ARBOLEDAS","Municipio",7.586048164,-72.91705315
"783",1205,54,"NORTE DE SANTANDER",54099,"BOCHALEMA","Municipio",7.608509339,-72.65951909
"784",1886,54,"NORTE DE SANTANDER",54109,"BUCARASICA","Municipio",8.079802239,-72.92919926
"785",2651,54,"NORTE DE SANTANDER",54125,"CACOTA","Municipio",7.270560088,-72.65212153
"786",1395,54,"NORTE DE SANTANDER",54128,"CACHIRA","Municipio",7.684188896,-73.12939481
"787",1326,54,"NORTE DE SANTANDER",54172,"CHINACOTA","Municipio",7.583353136,-72.58390978
"788",2156,54,"NORTE DE SANTANDER",54174,"CHITAGA","Municipio",7.05161677,-72.52544746
"789",1219,54,"NORTE DE SANTANDER",54206,"CONVENCION","Municipio",8.873159895,-73.20007769
"790",2035,54,"NORTE DE SANTANDER",54223,"CUCUTILLA","Municipio",7.502182366,-72.79703447
"791",1107,54,"NORTE DE SANTANDER",54239,"DURANIA","Municipio",7.746993206,-72.67208072
"792",779,54,"NORTE DE SANTANDER",54245,"EL CARMEN","Municipio",8.867990035,-73.34585922
"793",410,54,"NORTE DE SANTANDER",54250,"EL TARRA","Municipio",8.678263671,-73.0317597
"794",539,54,"NORTE DE SANTANDER",54261,"EL ZULIA","Municipio",8.081200092,-72.63152118
"795",1443,54,"NORTE DE SANTANDER",54313,"GRAMALOTE","Municipio",7.906522991,-72.80705582
"796",762,54,"NORTE DE SANTANDER",54344,"HACARI","Municipio",8.361831987,-73.0782633
"797",2264,54,"NORTE DE SANTANDER",54347,"HERRAN","Municipio",7.493955781,-72.49269998
"798",1708,54,"NORTE DE SANTANDER",54377,"LABATECA","Municipio",7.218372474,-72.48281514
"799",194,54,"NORTE DE SANTANDER",54385,"LA ESPERANZA","Municipio",7.695233593,-73.36139672
"800",1389,54,"NORTE DE SANTANDER",54398,"LA PLAYA","Municipio",8.256757875,-73.18789327
"801",872,54,"NORTE DE SANTANDER",54405,"LOS PATIOS","Municipio",7.742291094,-72.52680784
"802",1405,54,"NORTE DE SANTANDER",54418,"LOURDES","Municipio",7.963712759,-72.8467029
"803",3188,54,"NORTE DE SANTANDER",54480,"MUTISCUA","Municipio",7.31694997,-72.76834584
"804",1523,54,"NORTE DE SANTANDER",54498,"OCANA","Municipio",8.206637527,-73.33765033
"805",2649,54,"NORTE DE SANTANDER",54518,"PAMPLONA","Municipio",7.379057623,-72.67590348
"806",1724,54,"NORTE DE SANTANDER",54520,"PAMPLONITA","Municipio",7.48287886,-72.63515401
"807",57,54,"NORTE DE SANTANDER",54553,"PUERTO SANTANDER","Municipio",8.329138642,-72.41119066
"808",1961,54,"NORTE DE SANTANDER",54599,"RAGONVALIA","Municipio",7.595355974,-72.50756622
"809",1562,54,"NORTE DE SANTANDER",54660,"SALAZAR","Municipio",7.772747824,-72.86769959
"810",1673,54,"NORTE DE SANTANDER",54670,"SAN CALIXTO","Municipio",8.414441404,-73.2176038
"811",298,54,"NORTE DE SANTANDER",54673,"SAN CAYETANO","Municipio",7.847872195,-72.60971203
"812",752,54,"NORTE DE SANTANDER",54680,"SANTIAGO","Municipio",7.889234454,-72.7182541
"813",624,54,"NORTE DE SANTANDER",54720,"SARDINATA","Municipio",8.215080767,-72.79580961
"814",2825,54,"NORTE DE SANTANDER",54743,"SILOS","Municipio",7.180991879,-72.78617884
"815",844,54,"NORTE DE SANTANDER",54800,"TEORAMA","Municipio",8.760013794,-73.15714097
"816",66,54,"NORTE DE SANTANDER",54810,"TIBU","Municipio",8.713507237,-72.79925855
"817",1771,54,"NORTE DE SANTANDER",54820,"TOLEDO","Municipio",7.225864961,-72.30593418
"818",1991,54,"NORTE DE SANTANDER",54871,"VILLA CARO","Municipio",7.936293173,-72.98759418
"819",851,54,"NORTE DE SANTANDER",54874,"VILLA DEL ROSARIO","Municipio",7.718635863,-72.48361176
"820",1257,63,"QUINDIO",63001,"ARMENIA","Municipio",4.499501128,-75.72489985
"821",1630,63,"QUINDIO",63111,"BUENAVISTA","Municipio",4.366632382,-75.74403734
"822",1699,63,"QUINDIO",63130,"CALARCA","Municipio",4.467879428,-75.65674719
"823",1558,63,"QUINDIO",63190,"CIRCASIA","Municipio",4.604845344,-75.66688449
"824",2492,63,"QUINDIO",63212,"CORDOBA","Municipio",4.395975176,-75.65132308
"825",1657,63,"QUINDIO",63272,"FILANDIA","Municipio",4.669325347,-75.67146941
"826",1941,63,"QUINDIO",63302,"GENOVA","Municipio",4.180107773,-75.76056695
"827",1148,63,"QUINDIO",63401,"LA TEBAIDA","Municipio",4.426884849,-75.81927335
"828",1220,63,"QUINDIO",63470,"MONTENEGRO","Municipio",4.521890945,-75.81806594
"829",2272,63,"QUINDIO",63548,"PIJAO","Municipio",4.30397934,-75.68330417
"830",1193,63,"QUINDIO",63594,"QUIMBAYA","Municipio",4.610273497,-75.79205087
"831",2635,63,"QUINDIO",63690,"SALENTO","Municipio",4.611314654,-75.53092112
"832",1174,66,"RISARALDA",66001,"PEREIRA","Municipio",4.803662773,-75.79579093
"833",1944,66,"RISARALDA",66045,"APIA","Municipio",5.139635357,-75.95353871
"834",1237,66,"RISARALDA",66075,"BALBOA","Municipio",4.918349676,-75.94275386
"835",1560,66,"RISARALDA",66088,"BELEN DE UMBRIA","Municipio",5.200398696,-75.86793893
"836",1638,66,"RISARALDA",66170,"DOSQUEBRADAS","Municipio",4.842021144,-75.66993655
"837",1768,66,"RISARALDA",66318,"GUATICA","Municipio",5.320295966,-75.80436659
"838",1557,66,"RISARALDA",66383,"LA CELIA","Municipio",4.988127679,-76.00822678
"839",981,66,"RISARALDA",66400,"LA VIRGINIA","Municipio",4.904704187,-75.85208162
"840",1130,66,"RISARALDA",66440,"MARSELLA","Municipio",4.942936185,-75.7532139
"841",1232,66,"RISARALDA",66456,"MISTRATO","Municipio",5.414078141,-75.96135387
"842",1213,66,"RISARALDA",66572,"PUEBLO RICO","Municipio",5.286295408,-76.07359421
"843",1720,66,"RISARALDA",66594,"QUINCHIA","Municipio",5.323906864,-75.71339683
"844",2159,66,"RISARALDA",66682,"SANTA ROSA DE CABAL","Municipio",4.833789828,-75.54950174
"845",1884,66,"RISARALDA",66687,"SANTUARIO","Municipio",5.076100313,-76.02286946
"846",1034,68,"SANTANDER",68001,"BUCARAMANGA","Municipio",7.155833544,-73.11156997
"847",1786,68,"SANTANDER",68013,"AGUADA","Municipio",6.182208476,-73.53038541
"848",2512,68,"SANTANDER",68020,"ALBANIA","Municipio",5.788190519,-73.79236929
"849",1515,68,"SANTANDER",68051,"ARATOCA","Municipio",6.716766585,-73.01162697
"850",1608,68,"SANTANDER",68077,"BARBOSA","Municipio",5.955617327,-73.62345229
"851",1127,68,"SANTANDER",68079,"BARICHARA","Municipio",6.647062543,-73.21518466
"852",74,68,"SANTANDER",68081,"BARRANCABERMEJA","Municipio",7.054074558,-73.78211646
"853",486,68,"SANTANDER",68092,"BETULIA","Municipio",7.033255886,-73.37872388
"854",628,68,"SANTANDER",68101,"BOLIVAR","Municipio",6.181715586,-73.92065703
"855",733,68,"SANTANDER",68121,"CABRERA","Municipio",6.562543673,-73.25034892
"856",2853,68,"SANTANDER",68132,"CALIFORNIA","Municipio",7.331565443,-72.95131825
"857",1298,68,"SANTANDER",68147,"CAPITANEJO","Municipio",6.520200095,-72.67435203
"858",2862,68,"SANTANDER",68152,"CARCASI","Municipio",6.659675274,-72.56968434
"859",1619,68,"SANTANDER",68160,"CEPITA","Municipio",6.752465533,-72.92924629
"860",3464,68,"SANTANDER",68162,"CERRITO","Municipio",6.903923173,-72.64536324
"861",1828,68,"SANTANDER",68167,"CHARALA","Municipio",6.35099819,-73.06101382
"862",2117,68,"SANTANDER",68169,"CHARTA","Municipio",7.282973001,-72.97829057
"863",1367,68,"SANTANDER",68176,"CHIMA","Municipio",6.361627641,-73.40172144
"864",1913,68,"SANTANDER",68179,"CHIPATA","Municipio",6.067944658,-73.63239132
"865",154,68,"SANTANDER",68190,"CIMITARRA","Municipio",6.40972961,-74.17030427
"866",3440,68,"SANTANDER",68207,"CONCEPCION","Municipio",6.76062337,-72.61815735
"867",1526,68,"SANTANDER",68209,"CONFINES","Municipio",6.342314443,-73.25014013
"868",1835,68,"SANTANDER",68211,"CONTRATACION","Municipio",6.303116611,-73.50211527
"869",2654,68,"SANTANDER",68217,"COROMORO","Municipio",6.234735779,-72.98176803
"870",1580,68,"SANTANDER",68229,"CURITI","Municipio",6.608966483,-73.05897888
"871",677,68,"SANTANDER",68235,"EL CARMEN DE CHUCURI","Municipio",6.664260002,-73.56475288
"872",1684,68,"SANTANDER",68245,"EL GUACAMAYO","Municipio",6.236115743,-73.4977605
"873",756,68,"SANTANDER",68250,"EL PENON","Municipio",6.123389691,-74.00040397
"874",970,68,"SANTANDER",68255,"EL PLAYON","Municipio",7.524284721,-73.18158192
"875",2729,68,"SANTANDER",68264,"ENCINO","Municipio",6.079061224,-73.06206665
"876",1869,68,"SANTANDER",68266,"ENCISO","Municipio",6.65824115,-72.68027939
"877",2043,68,"SANTANDER",68271,"FLORIAN","Municipio",5.801106291,-73.95524931
"878",1302,68,"SANTANDER",68276,"FLORIDABLANCA","Municipio",7.079704598,-73.0679925
"879",1289,68,"SANTANDER",68296,"GALAN","Municipio",6.671810994,-73.32467124
"880",2148,68,"SANTANDER",68298,"GAMBITA","Municipio",5.924383558,-73.31939934
"881",1087,68,"SANTANDER",68307,"GIRON","Municipio",6.976734127,-73.205267
"882",2938,68,"SANTANDER",68318,"GUACA","Municipio",6.9434341,-72.82369873
"883",1497,68,"SANTANDER",68320,"GUADALUPE","Municipio",6.233278248,-73.40977445
"884",1492,68,"SANTANDER",68322,"GUAPOTA","Municipio",6.319299865,-73.33115275
"885",1862,68,"SANTANDER",68324,"GUAVATA","Municipio",5.944894844,-73.72173671
"886",1435,68,"SANTANDER",68327,"G‹EPSA","Municipio",6.04656148,-73.57847854
"887",1748,68,"SANTANDER",68344,"HATO","Municipio",6.559878299,-73.36178841
"888",1820,68,"SANTANDER",68368,"JESUS MARIA","Municipio",5.872705896,-73.78997419
"889",780,68,"SANTANDER",68370,"JORDAN","Municipio",6.710814846,-73.1211236
"890",831,68,"SANTANDER",68377,"LA BELLEZA","Municipio",5.895724341,-74.04676575
"891",973,68,"SANTANDER",68385,"LANDAZURI","Municipio",6.385234814,-73.78760899
"892",1002,68,"SANTANDER",68397,"LA PAZ","Municipio",6.21737437,-73.62977195
"893",977,68,"SANTANDER",68406,"LEBRIJA","Municipio",7.204060063,-73.29138097
"894",1566,68,"SANTANDER",68418,"LOS SANTOS","Municipio",6.812162934,-73.10785086
"895",2771,68,"SANTANDER",68425,"MACARAVITA","Municipio",6.513745303,-72.58536492
"896",2331,68,"SANTANDER",68432,"MALAGA","Municipio",6.720222349,-72.73841091
"897",2056,68,"SANTANDER",68444,"MATANZA","Municipio",7.348778319,-73.05438997
"898",1715,68,"SANTANDER",68464,"MOGOTES","Municipio",6.492532315,-72.95834772
"899",2025,68,"SANTANDER",68468,"MOLAGAVITA","Municipio",6.643290559,-72.81916274
"900",1704,68,"SANTANDER",68498,"OCAMONTE","Municipio",6.355368858,-73.12211833
"901",1760,68,"SANTANDER",68500,"OIBA","Municipio",6.225596216,-73.27961515
"902",2114,68,"SANTANDER",68502,"ONZAGA","Municipio",6.335194548,-72.81205838
"903",816,68,"SANTANDER",68522,"PALMAR","Municipio",6.525876964,-73.28247337
"904",1407,68,"SANTANDER",68524,"PALMAS DEL SOCORRO","Municipio",6.391750107,-73.28273174
"905",1669,68,"SANTANDER",68533,"PARAMO","Municipio",6.416631131,-73.17148232
"906",1491,68,"SANTANDER",68547,"PIEDECUESTA","Municipio",6.97082104,-73.01481196
"907",1298,68,"SANTANDER",68549,"PINCHOTE","Municipio",6.513892626,-73.17570986
"908",2133,68,"SANTANDER",68572,"PUENTE NACIONAL","Municipio",5.831129906,-73.67841815
"909",111,68,"SANTANDER",68573,"PUERTO PARRA","Municipio",6.685278856,-73.95761256
"910",63,68,"SANTANDER",68575,"PUERTO WILCHES","Municipio",7.398198257,-73.8354696
"911",187,68,"SANTANDER",68615,"RIONEGRO","Municipio",7.474226085,-73.37246417
"912",107,68,"SANTANDER",68655,"SABANA DE TORRES","Municipio",7.4065422,-73.57131807
"913",2346,68,"SANTANDER",68669,"SAN ANDRES","Municipio",6.796483063,-72.81613202
"914",1435,68,"SANTANDER",68673,"SAN BENITO","Municipio",6.076525355,-73.55295302
"915",1471,68,"SANTANDER",68679,"SAN GIL","Municipio",6.550778765,-73.11887911
"916",2108,68,"SANTANDER",68682,"SAN JOAQUIN","Municipio",6.459879823,-72.85471883
"917",1825,68,"SANTANDER",68684,"SAN JOSE DE MIRANDA","Municipio",6.629400185,-72.73976423
"918",2219,68,"SANTANDER",68686,"SAN MIGUEL","Municipio",6.568121541,-72.64322497
"919",364,68,"SANTANDER",68689,"SAN VICENTE DE CHUCURI","Municipio",6.894292346,-73.53900334
"920",2368,68,"SANTANDER",68705,"SANTA BARBARA","Municipio",6.988084711,-72.89608933
"921",1154,68,"SANTANDER",68720,"SANTA HELENA DEL OPON","Municipio",6.40890734,-73.58206609
"922",2018,68,"SANTANDER",68745,"SIMACOTA","Municipio",6.494231551,-73.45910992
"923",1541,68,"SANTANDER",68755,"SOCORRO","Municipio",6.462088241,-73.24436001
"924",1625,68,"SANTANDER",68770,"SUAITA","Municipio",6.101499739,-73.36225795
"925",896,68,"SANTANDER",68773,"SUCRE","Municipio",5.983203734,-73.95936235
"926",2275,68,"SANTANDER",68780,"SURATA","Municipio",7.475402063,-72.98779966
"927",3023,68,"SANTANDER",68820,"TONA","Municipio",7.170891099,-72.93970443
"928",1650,68,"SANTANDER",68855,"VALLE DE SAN JOSE","Municipio",6.434578919,-73.10997171
"929",2438,68,"SANTANDER",68861,"VELEZ","Municipio",6.00741043,-73.69057256
"930",3208,68,"SANTANDER",68867,"VETAS","Municipio",7.322219563,-72.88156901
"931",1500,68,"SANTANDER",68872,"VILLANUEVA","Municipio",6.685867326,-73.16396916
"932",2258,68,"SANTANDER",68895,"ZAPATOCA","Municipio",6.813725566,-73.30975044
"933",140,70,"SUCRE",70001,"SINCELEJO","Municipio",9.316673928,-75.43174967
"934",93,70,"SUCRE",70110,"BUENAVISTA","Municipio",9.314972282,-74.98014057
"935",24,70,"SUCRE",70124,"CAIMITO","Municipio",8.792311599,-75.13191063
"936",124,70,"SUCRE",70204,"COLOSO","Municipio",9.494043427,-75.34528693
"937",96,70,"SUCRE",70215,"COROZAL","Municipio",9.160624283,-75.23858178
