Date,temperature,ffill,backfill,LastDayWeek
2008-08-17,26.838857142857144,27.610714285714288,26.067000000000004,2008-08-23
2008-08-24,25.068857142857144,25.035571428571433,25.10214285714286,2008-08-30
2008-08-31,22.394928571428572,22.864,21.925857142857147,2008-09-06
2008-09-07,23.42385714285714,22.758428571428574,24.089285714285715,2008-09-13
2008-09-14,25.18771428571429,25.31157142857143,25.06385714285714,2008-09-20
2008-09-21,23.513785714285714,23.48557142857143,23.541999999999998,2008-09-27
2008-09-28,26.086428571428574,25.15142857142857,27.021428571428572,2008-10-04
2008-10-05,28.543857142857146,30.171999999999997,26.915714285714284,2008-10-11
2008-10-12,24.97657142857143,25.71485714285714,24.238285714285716,2008-10-18
2008-10-19,19.276785714285715,20.118000000000002,18.435571428571425,2008-10-25
2008-10-26,24.164499999999997,23.767,24.562,2008-11-01
2008-11-02,22.03985714285714,20.693999999999996,23.385714285714283,2008-11-08
2008-11-09,27.07764285714286,26.343857142857143,27.81142857142857,2008-11-15
2008-11-16,25.198785714285716,23.390142857142855,27.007428571428566,2008-11-22
2008-11-23,23.450999999999997,26.060999999999996,20.840999999999998,2008-11-29
2008-11-30,25.493071428571426,25.40971428571429,25.576428571428576,2008-12-06
2008-12-07,23.52542857142857,23.357285714285716,23.69357142857143,2008-12-13
2008-12-14,21.202142857142857,21.24014285714286,21.164142857142856,2008-12-20
2008-12-21,23.5145,23.335800000000003,23.693199999999997,2008-12-27
2008-12-28,23.81442857142857,23.813142857142857,23.815714285714286,2009-01-03
2009-01-04,23.716428571428565,22.79428571428571,24.63857142857143,2009-01-10
2009-01-11,21.53185714285715,23.093714285714288,19.97,2009-01-17
2009-01-18,19.08771428571428,15.492857142857142,22.68257142857143,2009-01-24
2009-01-25,22.71585714285714,22.21485714285714,23.216857142857144,2009-01-31
2009-02-01,24.14907142857143,24.218428571428575,24.07971428571429,2009-02-07
2009-02-08,23.292,23.941,22.643,2009-02-14
2009-02-15,23.89107142857143,23.35457142857143,24.42757142857143,2009-02-21
2009-02-22,24.47721428571429,24.279999999999998,24.67442857142857,2009-02-28
2009-03-01,21.874285714285715,23.546999999999997,20.201571428571434,2009-03-07
2009-03-08,23.12,23.02557142857143,23.214428571428574,2009-03-14
2009-03-15,23.274714285714285,23.280571428571427,23.268857142857144,2009-03-21
2009-03-22,23.249714285714287,23.278428571428574,23.221,2009-03-28
2009-03-29,23.661642857142855,24.017999999999997,23.305285714285713,2009-04-04
2009-04-05,21.271285714285714,20.994,21.548571428571428,2009-04-11
2009-04-12,21.877428571428567,20.934428571428565,22.820428571428568,2009-04-18
2009-04-19,29.448857142857143,31.659,27.238714285714288,2009-04-25
2009-04-26,29.0805,31.659,26.502000000000002,2009-05-02
2009-05-03,24.47192857142857,24.24828571428571,24.69557142857143,2009-05-09
2009-05-10,25.835857142857144,26.01442857142857,25.657285714285713,2009-05-16
2009-05-17,24.966714285714286,25.625,24.30842857142857,2009-05-23
2009-05-24,26.627785714285714,25.503999999999998,27.751571428571435,2009-05-30
2009-05-31,26.66571428571429,27.292714285714286,26.03871428571429,2009-06-06
2009-06-07,23.757571428571428,23.79057142857143,23.72457142857143,2009-06-13
2009-06-14,24.06864285714286,23.853714285714286,24.28357142857143,2009-06-20
2009-06-21,24.451428571428576,24.29885714285714,24.604000000000003,2009-06-27
2009-06-28,23.625428571428575,23.85914285714286,23.39171428571429,2009-07-04
2009-07-05,19.572714285714287,20.564857142857143,18.580571428571428,2009-07-11
2009-07-12,21.30507142857143,21.419142857142855,21.191000000000003,2009-07-18
2009-07-19,25.583499999999997,25.975,25.192000000000004,2009-07-25
2009-07-26,22.12,21.650714285714287,22.589285714285715,2009-08-01
2009-08-02,22.778500000000005,20.428857142857144,25.12814285714286,2009-08-08
2009-08-09,21.738357142857147,21.139,22.33771428571428,2009-08-15
2009-08-16,22.946499999999997,21.166999999999998,24.726,2009-08-22
2009-08-23,25.33957142857143,23.951428571428572,26.727714285714285,2009-08-29
2009-08-30,25.04135714285714,23.79785714285714,26.28485714285714,2009-09-05
2009-09-06,25.050642857142858,27.719,22.38228571428571,2009-09-12
2009-09-13,20.530285714285718,18.610000000000003,22.45057142857143,2009-09-19
2009-09-20,27.331071428571427,25.679285714285715,28.982857142857142,2009-09-26
2009-09-27,29.841857142857148,29.505714285714284,30.178,2009-10-03
2009-10-04,28.550285714285714,28.47514285714286,28.625428571428575,2009-10-10
2009-10-11,28.509428571428575,28.14085714285714,28.877999999999993,2009-10-17
2009-10-18,25.196142857142856,24.90642857142857,25.48585714285714,2009-10-24
2009-10-25,26.351928571428566,25.964428571428567,26.739428571428565,2009-10-31
2009-11-01,23.854071428571427,23.55314285714286,24.155,2009-11-07
2009-11-08,22.186714285714288,21.657857142857146,22.71557142857143,2009-11-14
2009-11-15,21.684714285714286,20.20457142857143,23.164857142857148,2009-11-21
2009-11-22,24.1245,22.08885714285714,26.16014285714286,2009-11-28
2009-11-29,23.53378571428572,23.33814285714286,23.729428571428574,2009-12-05
2009-12-06,23.889999999999997,23.951285714285714,23.828714285714284,2009-12-12
2009-12-13,23.14571428571429,24.047714285714285,22.243714285714287,2009-12-19
2009-12-20,20.066,19.158714285714286,20.97328571428571,2009-12-26
2009-12-27,22.215857142857143,21.819,22.612714285714286,2010-01-02
2010-01-03,24.66407142857143,24.63571428571429,24.69242857142857,2010-01-09
2010-01-10,25.342071428571426,24.97485714285714,25.70928571428571,2010-01-16
2010-01-17,24.15364285714286,24.316285714285716,23.990999999999996,2010-01-23
2010-01-24,20.89535714285714,20.467857142857138,21.322857142857142,2010-01-30
2010-01-31,23.76928571428571,24.05857142857143,23.48,2010-02-06
2010-02-07,26.339928571428572,26.544,26.135857142857144,2010-02-13
2010-02-14,25.8245,25.39314285714286,26.255857142857142,2010-02-20
2010-02-21,26.386,27.46842857142857,25.303571428571427,2010-02-27
2010-02-28,27.139928571428573,26.716428571428573,27.563428571428574,2010-03-06
2010-03-07,27.94178571428571,28.947142857142865,26.936428571428568,2010-03-13
2010-03-14,24.722071428571432,25.605857142857143,23.838285714285714,2010-03-20
2010-03-21,26.591214285714283,26.019571428571428,27.162857142857145,2010-03-27
2010-03-28,26.649714285714285,26.491714285714288,26.807714285714287,2010-04-03
2010-04-04,24.498500000000003,25.96057142857143,23.03642857142857,2010-04-10
2010-04-11,25.845357142857143,26.35857142857143,25.332142857142856,2010-04-17
2010-04-18,29.22007142857143,29.444999999999997,28.995142857142856,2010-04-24
2010-04-25,28.163000000000004,28.681714285714285,27.64428571428571,2010-05-01
2010-05-02,26.16121428571429,26.019571428571428,26.302857142857142,2010-05-08
2010-05-09,26.880071428571426,26.128714285714288,27.631428571428575,2010-05-15
2010-05-16,24.000357142857144,24.302142857142858,23.698571428571427,2010-05-22
2010-05-23,25.661714285714286,25.49528571428571,25.828142857142858,2010-05-29
2010-05-30,25.97921428571428,25.610999999999997,26.347428571428566,2010-06-05
2010-06-06,27.193714285714286,27.92142857142857,26.466,2010-06-12
2010-06-13,20.69828571428571,20.596285714285717,20.80028571428571,2010-06-19
2010-06-20,23.005285714285712,22.505285714285712,23.505285714285712,2010-06-26
2010-06-27,18.871285714285715,21.95657142857143,15.786,2010-07-03
2010-07-04,20.34342857142857,18.66542857142857,22.02142857142857,2010-07-10
2010-07-11,20.178857142857144,18.44142857142857,21.916285714285713,2010-07-17
2010-07-18,22.041428571428575,21.60457142857143,22.478285714285715,2010-07-24
2010-07-25,22.449428571428573,26.28457142857143,18.61428571428571,2010-07-31
2010-08-01,22.613357142857144,22.998714285714282,22.228000000000005,2010-08-07
2010-08-08,25.398499999999995,25.997999999999998,24.799000000000003,2010-08-14
2010-08-15,22.081,20.721,23.441,2010-08-21
2010-08-22,25.83664285714286,25.476142857142857,26.197142857142858,2010-08-28
2010-08-29,23.43607142857142,25.604142857142854,21.268,2010-09-04
2010-09-05,23.389499999999998,19.041999999999998,27.737,2010-09-11
2010-09-12,24.95685714285714,22.880285714285712,27.03342857142857,2010-09-18
2010-09-19,26.89642857142857,26.03457142857143,27.758285714285712,2010-09-25
2010-09-26,27.730571428571434,26.67542857142857,28.785714285714285,2010-10-02
2010-10-03,26.361857142857144,26.604285714285716,26.119428571428575,2010-10-09
2010-10-10,25.3945,25.727714285714285,25.061285714285713,2010-10-16
2010-10-17,25.382,26.69400000000001,24.069999999999997,2010-10-23
2010-10-24,26.17421428571429,24.44485714285714,27.90357142857143,2010-10-30
2010-10-31,24.337,25.467000000000002,23.207,2010-11-06
2010-11-07,23.82607142857143,24.120714285714286,23.53142857142857,2010-11-13
2010-11-14,23.821428571428577,23.666,23.976857142857142,2010-11-20
2010-11-21,24.73228571428572,24.474571428571434,24.990000000000006,2010-11-27
2010-11-28,24.281785714285718,25.10628571428572,23.457285714285717,2010-12-04
2010-12-05,22.787285714285712,21.782142857142855,23.792428571428566,2010-12-11
2010-12-12,22.996,22.228,23.764000000000003,2010-12-18
2010-12-19,21.175357142857145,22.892142857142858,19.458571428571428,2010-12-25
2010-12-26,23.541428571428565,23.26871428571428,23.814142857142855,2011-01-01
2011-01-02,22.479357142857143,22.655571428571427,22.303142857142856,2011-01-08
2011-01-09,21.64514285714286,21.482857142857146,21.807428571428574,2011-01-15
2011-01-16,22.615999999999996,22.587999999999997,22.644,2011-01-22
2011-01-23,23.423142857142857,23.333571428571425,23.512714285714285,2011-01-29
2011-01-30,23.24392857142857,22.57,23.91785714285714,2011-02-05
2011-02-06,20.48057142857143,19.994714285714284,20.96642857142857,2011-02-12
2011-02-13,27.32442857142857,26.927857142857142,27.721,2011-02-19
2011-02-20,24.266214285714284,24.480142857142855,24.052285714285713,2011-02-26
2011-02-27,19.45392857142857,19.255285714285716,19.652571428571427,2011-03-05
2011-03-06,23.812000000000005,22.431428571428572,25.19257142857143,2011-03-12
2011-03-13,23.291999999999998,23.291999999999998,23.291999999999998,2011-03-19
2011-03-20,28.01071428571429,27.099857142857143,28.92157142857143,2011-03-26
2011-03-27,27.113142857142854,27.210142857142852,27.016142857142853,2011-04-02
2011-04-03,25.904,25.892571428571426,25.91542857142857,2011-04-09
2011-04-10,28.02135714285714,28.889714285714287,27.153000000000002,2011-04-16
2011-04-17,29.480500000000003,28.406,30.555,2011-04-23
2011-04-24,21.224999999999994,19.022714285714283,23.427285714285716,2011-04-30
2011-05-01,24.76464285714286,22.675,26.854285714285716,2011-05-07
2011-05-08,26.022571428571435,27.432285714285715,24.61285714285714,2011-05-14
2011-05-15,24.639714285714287,27.470285714285716,21.80914285714286,2011-05-21
2011-05-22,24.908428571428573,24.871285714285712,24.94557142857143,2011-05-28
2011-05-29,23.075428571428574,24.430428571428568,21.720428571428574,2011-06-04
2011-06-05,22.875142857142855,22.73085714285714,23.01942857142857,2011-06-11
2011-06-12,24.81464285714285,25.69285714285714,23.93642857142857,2011-06-18
2011-06-19,20.801357142857142,20.828857142857142,20.773857142857143,2011-06-25
2011-06-26,22.517999999999997,21.559,23.477,2011-07-02
2011-07-03,23.130428571428574,23.22228571428571,23.038571428571426,2011-07-09
2011-07-10,25.131000000000004,24.753285714285717,25.508714285714284,2011-07-16
2011-07-17,23.18042857142857,24.13714285714286,22.223714285714284,2011-07-23
2011-07-24,21.916999999999998,21.831999999999997,22.002000000000002,2011-07-30
2011-07-31,22.487428571428573,22.59614285714286,22.378714285714285,2011-08-06
2011-08-07,24.43692857142857,24.905571428571427,23.96828571428571,2011-08-13
2011-08-14,22.410499999999995,25.96699999999999,18.854000000000003,2011-08-20
2011-08-21,22.62842857142857,22.679285714285715,22.577571428571428,2011-08-27
2011-08-28,25.088714285714286,24.913999999999998,25.263428571428573,2011-09-03
2011-09-04,27.079285714285714,27.223285714285716,26.935285714285715,2011-09-10
2011-09-11,25.524428571428576,25.343285714285713,25.705571428571428,2011-09-17
2011-09-18,23.369999999999997,23.273428571428575,23.46657142857143,2011-09-24
2011-09-25,27.179928571428572,26.30242857142857,28.05742857142857,2011-10-01
2011-10-02,27.776928571428574,28.930571428571426,26.62328571428571,2011-10-08
2011-10-09,22.48064285714286,21.244142857142858,23.717142857142857,2011-10-15
2011-10-16,21.015714285714285,18.66142857142857,23.369999999999997,2011-10-22
2011-10-23,26.12257142857143,25.878571428571426,26.36657142857143,2011-10-29
2011-10-30,27.020571428571426,25.61771428571429,28.42342857142857,2011-11-05
2011-11-06,27.97942857142857,27.95957142857143,27.99928571428572,2011-11-12
2011-11-13,25.088071428571432,25.092000000000002,25.084142857142858,2011-11-19
2011-11-20,25.893285714285714,25.565285714285714,26.221285714285717,2011-11-26
2011-11-27,22.434214285714283,20.310285714285715,24.558142857142855,2011-12-03
2011-12-04,19.965,17.214285714285715,22.715714285714284,2011-12-10
2011-12-11,24.392142857142858,24.27385714285714,24.51042857142857,2011-12-17
2011-12-18,22.234928571428576,22.616000000000003,21.853857142857144,2011-12-24
2011-12-25,22.290500000000005,19.406000000000002,25.175000000000004,2011-12-31
2012-01-01,23.421285714285712,23.99814285714286,22.844428571428573,2012-01-07
2012-01-08,24.03942857142857,24.578,23.500857142857146,2012-01-14
2012-01-15,22.868428571428577,23.012,22.724857142857143,2012-01-21
2012-01-22,21.051142857142857,21.081857142857142,21.02042857142857,2012-01-28
2012-01-29,24.335,21.910999999999998,26.758999999999997,2012-02-04
2012-02-05,25.506714285714285,25.57671428571428,25.43671428571428,2012-02-11
2012-02-12,22.496999999999996,22.496999999999996,22.496999999999996,2012-02-18
2012-02-19,23.51014285714286,23.53157142857143,23.488714285714284,2012-02-25
2012-02-26,24.002714285714283,23.53457142857143,24.47085714285714,2012-03-03
2012-03-04,23.66307142857143,25.471857142857143,21.854285714285712,2012-03-10
2012-03-11,22.87364285714286,23.981857142857145,21.765428571428572,2012-03-17
2012-03-18,23.697,21.692,25.702,2012-03-24
2012-03-25,24.404500000000002,23.423000000000002,25.386000000000003,2012-03-31
2012-04-01,24.91907142857142,28.138714285714286,21.699428571428573,2012-04-07
2012-04-08,22.56642857142857,21.699428571428573,23.43342857142857,2012-04-14
2012-04-15,23.571928571428575,20.917285714285715,26.22657142857143,2012-04-21
2012-04-22,25.41307142857143,24.841,25.985142857142854,2012-04-28
2012-04-29,24.492785714285713,23.980428571428572,25.00514285714286,2012-05-05
2012-05-06,24.712285714285713,24.562714285714286,24.861857142857144,2012-05-12
2012-05-13,25.04542857142857,25.745285714285718,24.345571428571425,2012-05-19
2012-05-20,24.364142857142856,25.022857142857138,23.70542857142857,2012-05-26
2012-05-27,22.262785714285712,23.253000000000004,21.272571428571432,2012-06-02
2012-06-03,24.20957142857143,24.643857142857144,23.77528571428572,2012-06-09
2012-06-10,24.208500000000004,24.355857142857143,24.06114285714286,2012-06-16
2012-06-17,23.92142857142857,24.56042857142857,23.282428571428568,2012-06-23
2012-06-24,20.495214285714287,20.499714285714287,20.490714285714287,2012-06-30
2012-07-01,21.108,22.061857142857143,20.15414285714286,2012-07-07
2012-07-08,22.329785714285716,21.190857142857144,23.468714285714288,2012-07-14
2012-07-15,21.999285714285712,22.875857142857143,21.122714285714288,2012-07-21
2012-07-22,23.68157142857143,21.909857142857145,25.453285714285716,2012-07-28
2012-07-29,24.943571428571428,23.626857142857144,26.26028571428571,2012-08-04
2012-08-05,23.402785714285717,23.887714285714285,22.917857142857144,2012-08-11
2012-08-12,20.153,20.448571428571427,19.857428571428567,2012-08-18
2012-08-19,23.987,23.142571428571433,24.83142857142857,2012-08-25
2012-08-26,22.446642857142855,22.075714285714287,22.81757142857143,2012-09-01
2012-09-02,27.09842857142857,27.577714285714286,26.619142857142858,2012-09-08
2012-09-09,26.758857142857146,25.085428571428572,28.432285714285708,2012-09-15
2012-09-16,29.819428571428574,30.133428571428567,29.50542857142857,2012-09-22
2012-09-23,25.881357142857148,26.578142857142854,25.184571428571427,2012-09-29
2012-09-30,24.886142857142858,24.53514285714286,25.237142857142853,2012-10-06
2012-10-07,26.132571428571428,25.973714285714287,26.291428571428575,2012-10-13
2012-10-14,29.240000000000002,30.402571428571427,28.077428571428573,2012-10-20
2012-10-21,25.585499999999996,25.30257142857143,25.86842857142857,2012-10-27
2012-10-28,21.65142857142857,22.34,20.962857142857143,2012-11-03
2012-11-04,23.83514285714286,23.918000000000003,23.752285714285716,2012-11-10
2012-11-11,26.228428571428577,25.391428571428573,27.065428571428573,2012-11-17
2012-11-18,25.82185714285714,26.782571428571426,24.861142857142855,2012-11-24
2012-11-25,23.302142857142854,24.244714285714284,22.359571428571428,2012-12-01
2012-12-02,21.59221428571428,21.211714285714287,21.972714285714282,2012-12-08
2012-12-09,21.928714285714285,22.492285714285714,21.36514285714286,2012-12-15
2012-12-16,20.77642857142857,19.715714285714284,21.837142857142858,2012-12-22
2012-12-23,24.44,23.77157142857143,25.108428571428572,2012-12-29
2012-12-30,22.715785714285712,23.17142857142857,22.260142857142856,2013-01-05
2013-01-06,24.784,25.43914285714286,24.12885714285714,2013-01-12
2013-01-13,21.108785714285716,21.107142857142858,21.110428571428574,2013-01-19
2013-01-20,23.461142857142857,22.385142857142856,24.53714285714286,2013-01-26
2013-01-27,20.16092857142857,19.79642857142857,20.52542857142857,2013-02-02
2013-02-03,24.856642857142862,24.437428571428573,25.27585714285714,2013-02-09
2013-02-10,23.654571428571426,23.887571428571427,23.42157142857143,2013-02-16
2013-02-17,25.301357142857146,24.694142857142854,25.90857142857143,2013-02-23
2013-02-24,24.234214285714284,24.076714285714285,24.391714285714283,2013-03-02
2013-03-03,25.95928571428571,25.786142857142856,26.132428571428566,2013-03-09
2013-03-10,27.829785714285716,28.63471428571429,27.024857142857147,2013-03-16
2013-03-17,23.69721428571429,23.137428571428575,24.256999999999998,2013-03-23
2013-03-24,29.33314285714286,29.054142857142857,29.612142857142853,2013-03-30
2013-03-31,24.83771428571428,25.173714285714286,24.50171428571429,2013-04-06
2013-04-07,26.679428571428577,26.794857142857147,26.564,2013-04-13
2013-04-14,26.14128571428571,26.614428571428572,25.66814285714286,2013-04-20
2013-04-21,24.750714285714285,23.12242857142857,26.379,2013-04-27
2013-04-28,23.901714285714284,24.93585714285714,22.867571428571434,2013-05-04
2013-05-05,25.586785714285714,24.954714285714285,26.218857142857143,2013-05-11
2013-05-12,26.667499999999997,25.770714285714288,27.564285714285717,2013-05-18
2013-05-19,26.00164285714286,27.697857142857142,24.30542857142857,2013-05-25
2013-05-26,23.51257142857143,22.26357142857143,24.761571428571433,2013-06-01
2013-06-02,20.88842857142857,20.585,21.191857142857142,2013-06-08
2013-06-09,22.570928571428574,22.844428571428573,22.297428571428576,2013-06-15
2013-06-16,21.512499999999996,23.253571428571426,19.771428571428572,2013-06-22
2013-06-23,23.78835714285714,22.54042857142857,25.036285714285714,2013-06-29
2013-06-30,22.885857142857144,23.08571428571429,22.686000000000007,2013-07-06
2013-07-07,23.7965,24.314999999999998,23.278,2013-07-13
2013-07-14,24.19742857142857,23.89185714285714,24.503000000000004,2013-07-20
2013-07-21,24.768714285714285,23.912857142857145,25.624571428571432,2013-07-27
2013-07-28,22.38192857142857,22.562857142857137,22.200999999999997,2013-08-03
2013-08-04,23.604857142857146,23.701285714285714,23.50842857142857,2013-08-10
2013-08-11,24.234928571428572,23.833000000000002,24.636857142857142,2013-08-17
2013-08-18,25.206857142857142,25.7,24.713714285714282,2013-08-24
2013-08-25,25.788714285714285,25.354285714285712,26.223142857142857,2013-08-31
2013-09-01,27.000571428571426,27.508999999999997,26.492142857142856,2013-09-07
2013-09-08,23.879285714285714,23.453857142857142,24.304714285714287,2013-09-14
2013-09-15,25.791285714285713,25.534142857142857,26.04842857142857,2013-09-21
2013-09-22,23.46471428571428,28.181857142857147,18.74757142857143,2013-09-28
2013-09-29,26.195785714285716,26.085428571428572,26.306142857142856,2013-10-05
2013-10-06,25.589714285714287,26.00314285714286,25.176285714285715,2013-10-12
2013-10-13,20.145928571428573,16.931571428571427,23.360285714285713,2013-10-19
2013-10-20,22.098428571428574,24.748,19.448857142857147,2013-10-26
2013-10-27,24.210071428571432,24.416857142857143,24.00328571428571,2013-11-02
2013-11-03,23.83092857142857,23.069857142857142,24.591999999999995,2013-11-09
2013-11-10,24.118571428571425,24.353999999999996,23.883142857142854,2013-11-16
2013-11-17,25.50857142857143,24.927999999999997,26.08914285714286,2013-11-23
2013-11-24,25.312857142857144,24.93028571428572,25.695428571428575,2013-11-30
2013-12-01,23.875571428571426,23.267999999999997,24.483142857142855,2013-12-07
2013-12-08,23.755714285714287,23.691,23.82042857142857,2013-12-14
2013-12-15,24.476714285714284,24.265142857142855,24.688285714285712,2013-12-21
2013-12-22,19.415357142857143,18.693,20.137714285714285,2013-12-28
2013-12-29,23.294142857142862,23.386857142857146,23.201428571428576,2014-01-04
2014-01-05,21.166642857142858,21.17442857142857,21.158857142857148,2014-01-11
2014-01-12,23.71792857142857,23.726714285714284,23.709142857142858,2014-01-18
2014-01-19,22.679499999999997,23.18485714285714,22.174142857142858,2014-01-25
2014-01-26,22.031285714285712,21.897571428571432,22.165,2014-02-01
2014-02-02,21.444142857142857,20.755,22.133285714285712,2014-02-08
2014-02-09,24.345785714285714,24.770714285714288,23.920857142857148,2014-02-15
2014-02-16,22.77042857142857,22.62028571428571,22.920571428571428,2014-02-22
2014-02-23,24.499071428571426,24.450428571428567,24.54771428571428,2014-03-01
2014-03-02,21.434785714285717,21.187999999999995,21.681571428571427,2014-03-08
2014-03-09,21.035857142857143,20.73971428571428,21.331999999999997,2014-03-15
